Linux 7.0.0 (hp5) 	06/18/2026 	_x86_64_	(8 CPU)

07:55:25 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:55:28 PM    0    0.99    0.00   81.19    0.00    0.99   15.84    0.00    0.00    0.00    0.99
07:55:28 PM    1    1.00    0.00   82.00    0.00    1.00   16.00    0.00    0.00    0.00    0.00
07:55:28 PM    2    0.00    0.00    0.00    0.00    0.00    8.00    0.00    0.00    0.00   92.00
07:55:28 PM    3    0.00    0.00    0.00    0.00    0.00    8.00    0.00    0.00    0.00   92.00
07:55:28 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:55:28 PM    5    0.00    0.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   99.00
07:55:28 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:55:28 PM    7    0.00    0.00    0.00    0.00    0.00    0.99    0.00    0.00    0.00   99.01

07:55:28 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:55:29 PM  all    0.25    0.00   20.98    0.00    0.00    5.65    0.00    0.00    0.00   73.12
07:55:29 PM    0    1.01    0.00   84.85    0.00    0.00   14.14    0.00    0.00    0.00    0.00
07:55:29 PM    1    1.01    0.00   83.84    0.00    0.00   14.14    0.00    0.00    0.00    1.01
07:55:29 PM    2    0.00    0.00    0.00    0.00    0.00    8.08    0.00    0.00    0.00   91.92
07:55:29 PM    3    0.00    0.00    0.00    0.00    0.00    8.00    0.00    0.00    0.00   92.00
07:55:29 PM    4    0.00    0.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   99.00
07:55:29 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:55:29 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:55:29 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

07:55:29 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:55:30 PM  all    0.37    0.00   20.80    0.00    0.25    5.85    0.00    0.00    0.00   72.73
07:55:30 PM    0    0.99    0.00   83.17    0.00    0.00   14.85    0.00    0.00    0.00    0.99
07:55:30 PM    1    1.98    0.00   82.18    0.00    0.00   14.85    0.00    0.00    0.00    0.99
07:55:30 PM    2    0.00    0.00    0.00    0.00    0.99    7.92    0.00    0.00    0.00   91.09
07:55:30 PM    3    0.00    0.00    0.00    0.00    1.00    7.00    0.00    0.00    0.00   92.00
07:55:30 PM    4    0.00    0.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   99.00
07:55:30 PM    5    0.00    0.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   99.00
07:55:30 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:55:30 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

07:55:30 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:55:31 PM  all    0.25    0.00   20.90    0.00    0.25    5.76    0.00    0.00    0.00   72.84
07:55:31 PM    0    1.00    0.00   84.00    0.00    1.00   14.00    0.00    0.00    0.00    0.00
07:55:31 PM    1    1.01    0.00   83.84    0.00    1.01   14.14    0.00    0.00    0.00    0.00
07:55:31 PM    2    0.00    0.00    0.00    0.00    0.00    8.00    0.00    0.00    0.00   92.00
07:55:31 PM    3    0.00    0.00    0.00    0.00    0.00    8.00    0.00    0.00    0.00   92.00
07:55:31 PM    4    0.00    0.00    0.00    0.00    0.00    0.99    0.00    0.00    0.00   99.01
07:55:31 PM    5    0.00    0.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   99.00
07:55:31 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:55:31 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

07:55:31 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:55:32 PM  all    0.13    0.00   21.26    0.00    0.00    5.66    0.00    0.00    0.00   72.96
07:55:32 PM    0    0.00    0.00   84.85    0.00    0.00   15.15    0.00    0.00    0.00    0.00
07:55:32 PM    1    1.00    0.00   85.00    0.00    0.00   14.00    0.00    0.00    0.00    0.00
07:55:32 PM    2    0.00    0.00    0.00    0.00    0.00    7.14    0.00    0.00    0.00   92.86
07:55:32 PM    3    0.00    0.00    0.00    0.00    0.00    8.08    0.00    0.00    0.00   91.92
07:55:32 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:55:32 PM    5    0.00    0.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   99.00
07:55:32 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:55:32 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

07:55:32 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:55:33 PM  all    0.25    0.00   20.77    0.00    0.25    5.97    0.00    0.00    0.00   72.76
07:55:33 PM    0    0.99    0.00   83.17    0.00    0.00   14.85    0.00    0.00    0.00    0.99
07:55:33 PM    1    0.99    0.00   82.18    0.00    0.00   15.84    0.00    0.00    0.00    0.99
07:55:33 PM    2    0.00    0.00    0.00    0.00    0.99    7.92    0.00    0.00    0.00   91.09
07:55:33 PM    3    0.00    0.00    0.00    0.00    0.99    7.92    0.00    0.00    0.00   91.09
07:55:33 PM    4    0.00    0.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   99.00
07:55:33 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:55:33 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:55:33 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

07:55:33 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:55:34 PM  all    0.37    0.00   20.55    0.00    0.12    6.10    0.00    0.00    0.00   72.85
07:55:34 PM    0    1.00    0.00   83.00    0.00    0.00   16.00    0.00    0.00    0.00    0.00
07:55:34 PM    1    1.98    0.00   81.19    0.00    0.99   15.84    0.00    0.00    0.00    0.00
07:55:34 PM    2    0.00    0.00    0.00    0.00    0.00    7.00    0.00    0.00    0.00   93.00
07:55:34 PM    3    0.00    0.00    0.00    0.00    0.00    7.00    0.00    0.00    0.00   93.00
07:55:34 PM    4    0.00    0.00    0.00    0.00    0.00    0.99    0.00    0.00    0.00   99.01
07:55:34 PM    5    0.00    0.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   99.00
07:55:34 PM    6    0.00    0.00    0.00    0.00    0.00    0.99    0.00    0.00    0.00   99.01
07:55:34 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

07:55:34 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:55:35 PM  all    0.13    0.00   20.80    0.00    0.25    6.02    0.00    0.00    0.00   72.81
07:55:35 PM    0    0.00    0.00   83.00    0.00    1.00   16.00    0.00    0.00    0.00    0.00
07:55:35 PM    1    1.02    0.00   84.69    0.00    0.00   14.29    0.00    0.00    0.00    0.00
07:55:35 PM    2    0.00    0.00    0.00    0.00    1.00    8.00    0.00    0.00    0.00   91.00
07:55:35 PM    3    0.00    0.00    0.00    0.00    0.00    8.08    0.00    0.00    0.00   91.92
07:55:35 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:55:35 PM    5    0.00    0.00    0.00    0.00    0.00    0.99    0.00    0.00    0.00   99.01
07:55:35 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:55:35 PM    7    0.00    0.00    0.00    0.00    0.00    0.99    0.00    0.00    0.00   99.01

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    0.26    0.00   20.60    0.00    0.16    5.81    0.00    0.00    0.00   73.16
Average:       0    0.80    0.00   82.62    0.00    0.30   14.79    0.00    0.00    0.00    1.50
Average:       1    1.30    0.00   82.18    0.00    0.30   14.61    0.00    0.00    0.00    1.60
Average:       2    0.00    0.00    0.00    0.00    0.40    7.71    0.00    0.00    0.00   91.89
Average:       3    0.00    0.00    0.00    0.00    0.30    7.72    0.00    0.00    0.00   91.98
Average:       4    0.00    0.00    0.00    0.00    0.00    0.70    0.00    0.00    0.00   99.30
Average:       5    0.00    0.00    0.00    0.00    0.00    0.70    0.00    0.00    0.00   99.30
Average:       6    0.00    0.00    0.00    0.00    0.00    0.10    0.00    0.00    0.00   99.90
Average:       7    0.00    0.00    0.00    0.00    0.00    0.20    0.00    0.00    0.00   99.80
