protocol,parser,accepted,n_packets,n_accepted,reject_reason,field_disagreements,expected,classification
rtcp_sr,rust-simd,True,1,1,,0,accept,OK
rtcp_sr,rust-template,True,1,1,,0,accept,OK
rtcp_sr,rust-template-simd,True,1,1,,0,accept,OK
rtmp,c-flowdis-usp,True,1,1,,0,accept,OK
rtmp,c-xdp2-usp,True,1,1,,0,accept,OK
rtmp,c-xdp2-parse-only,True,1,1,,0,accept,OK
rtmp,c-xdp2-mono,True,1,1,,0,accept,OK
rtmp,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
rtmp,rust-graph,True,1,1,,0,accept,OK
rtmp,rust-graph-enum,True,1,1,,0,accept,OK
rtmp,rust-mono,True,1,1,,0,accept,OK
rtmp,rust-mono-x4,True,1,1,,0,accept,OK
rtmp,rust-compiled,True,1,1,,0,accept,OK
rtmp,rust-simd,True,1,1,,0,accept,OK
rtmp,rust-template,True,1,1,,0,accept,OK
rtmp,rust-template-simd,True,1,1,,0,accept,OK
rtp,c-flowdis-usp,True,1,1,,0,accept,OK
rtp,c-xdp2-usp,True,1,1,,0,accept,OK
rtp,c-xdp2-parse-only,True,1,1,,0,accept,OK
rtp,c-xdp2-mono,True,1,1,,0,accept,OK
rtp,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
rtp,rust-graph,True,1,1,,0,accept,OK
rtp,rust-graph-enum,True,1,1,,0,accept,OK
rtp,rust-mono,True,1,1,,0,accept,OK
rtp,rust-mono-x4,True,1,1,,0,accept,OK
rtp,rust-compiled,True,1,1,,0,accept,OK
rtp,rust-simd,True,1,1,,0,accept,OK
rtp,rust-template,True,1,1,,0,accept,OK
rtp,rust-template-simd,True,1,1,,0,accept,OK
rtp_h264,c-flowdis-usp,True,1,1,,0,accept,OK
rtp_h264,c-xdp2-usp,True,1,1,,0,accept,OK
rtp_h264,c-xdp2-parse-only,True,1,1,,0,accept,OK
rtp_h264,c-xdp2-mono,True,1,1,,0,accept,OK
rtp_h264,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
rtp_h264,rust-graph,True,1,1,,0,accept,OK
rtp_h264,rust-graph-enum,True,1,1,,0,accept,OK
rtp_h264,rust-mono,True,1,1,,0,accept,OK
rtp_h264,rust-mono-x4,True,1,1,,0,accept,OK
rtp_h264,rust-compiled,True,1,1,,0,accept,OK
rtp_h264,rust-simd,True,1,1,,0,accept,OK
rtp_h264,rust-template,True,1,1,,0,accept,OK
rtp_h264,rust-template-simd,True,1,1,,0,accept,OK
rtp_h265,c-flowdis-usp,True,1,1,,0,accept,OK
rtp_h265,c-xdp2-usp,True,1,1,,0,accept,OK
rtp_h265,c-xdp2-parse-only,True,1,1,,0,accept,OK
rtp_h265,c-xdp2-mono,True,1,1,,0,accept,OK
rtp_h265,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
rtp_h265,rust-graph,True,1,1,,0,accept,OK
rtp_h265,rust-graph-enum,True,1,1,,0,accept,OK
rtp_h265,rust-mono,True,1,1,,0,accept,OK
rtp_h265,rust-mono-x4,True,1,1,,0,accept,OK
rtp_h265,rust-compiled,True,1,1,,0,accept,OK
rtp_h265,rust-simd,True,1,1,,0,accept,OK
rtp_h265,rust-template,True,1,1,,0,accept,OK
rtp_h265,rust-template-simd,True,1,1,,0,accept,OK
rtp_mpeg,c-flowdis-usp,True,1,1,,0,accept,OK
rtp_mpeg,c-xdp2-usp,True,1,1,,0,accept,OK
rtp_mpeg,c-xdp2-parse-only,True,1,1,,0,accept,OK
rtp_mpeg,c-xdp2-mono,True,1,1,,0,accept,OK
rtp_mpeg,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
rtp_mpeg,rust-graph,True,1,1,,0,accept,OK
rtp_mpeg,rust-graph-enum,True,1,1,,0,accept,OK
rtp_mpeg,rust-mono,True,1,1,,0,accept,OK
rtp_mpeg,rust-mono-x4,True,1,1,,0,accept,OK
rtp_mpeg,rust-compiled,True,1,1,,0,accept,OK
rtp_mpeg,rust-simd,True,1,1,,0,accept,OK
rtp_mpeg,rust-template,True,1,1,,0,accept,OK
rtp_mpeg,rust-template-simd,True,1,1,,0,accept,OK
rtp_opus,c-flowdis-usp,True,1,1,,0,accept,OK
rtp_opus,c-xdp2-usp,True,1,1,,0,accept,OK
rtp_opus,c-xdp2-parse-only,True,1,1,,0,accept,OK
rtp_opus,c-xdp2-mono,True,1,1,,0,accept,OK
rtp_opus,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
rtp_opus,rust-graph,True,1,1,,0,accept,OK
rtp_opus,rust-graph-enum,True,1,1,,0,accept,OK
rtp_opus,rust-mono,True,1,1,,0,accept,OK
rtp_opus,rust-mono-x4,True,1,1,,0,accept,OK
rtp_opus,rust-compiled,True,1,1,,0,accept,OK
rtp_opus,rust-simd,True,1,1,,0,accept,OK
rtp_opus,rust-template,True,1,1,,0,accept,OK
rtp_opus,rust-template-simd,True,1,1,,0,accept,OK
rtsp,c-flowdis-usp,True,1,1,,0,accept,OK
rtsp,c-xdp2-usp,True,1,1,,0,accept,OK
rtsp,c-xdp2-parse-only,True,1,1,,0,accept,OK
rtsp,c-xdp2-mono,True,1,1,,0,accept,OK
rtsp,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
rtsp,rust-graph,True,1,1,,0,accept,OK
rtsp,rust-graph-enum,True,1,1,,0,accept,OK
rtsp,rust-mono,True,1,1,,0,accept,OK
rtsp,rust-mono-x4,True,1,1,,0,accept,OK
rtsp,rust-compiled,True,1,1,,0,accept,OK
rtsp,rust-simd,True,1,1,,0,accept,OK
rtsp,rust-template,True,1,1,,0,accept,OK
rtsp,rust-template-simd,True,1,1,,0,accept,OK
s1ap,c-flowdis-usp,True,1,1,,0,accept,OK
s1ap,c-xdp2-usp,True,1,1,,0,accept,OK
s1ap,c-xdp2-parse-only,True,1,1,,0,accept,OK
s1ap,c-xdp2-mono,True,1,1,,0,accept,OK
s1ap,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
s1ap,rust-graph,True,1,1,,0,accept,OK
s1ap,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
s1ap,rust-mono,True,1,1,,0,accept,OK
s1ap,rust-mono-x4,True,1,1,,0,accept,OK
s1ap,rust-compiled,True,1,1,,0,accept,OK
s1ap,rust-simd,True,1,1,,0,accept,OK
s1ap,rust-template,True,1,1,,0,accept,OK
s1ap,rust-template-simd,True,1,1,,0,accept,OK
s7comm,c-flowdis-usp,True,1,1,,0,accept,OK
s7comm,c-xdp2-usp,True,1,1,,0,accept,OK
s7comm,c-xdp2-parse-only,True,1,1,,0,accept,OK
s7comm,c-xdp2-mono,True,1,1,,0,accept,OK
s7comm,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
s7comm,rust-graph,True,1,1,,0,accept,OK
s7comm,rust-graph-enum,True,1,1,,0,accept,OK
s7comm,rust-mono,True,1,1,,0,accept,OK
s7comm,rust-mono-x4,True,1,1,,0,accept,OK
s7comm,rust-compiled,True,1,1,,0,accept,OK
s7comm,rust-simd,True,1,1,,0,accept,OK
s7comm,rust-template,True,1,1,,0,accept,OK
s7comm,rust-template-simd,True,1,1,,0,accept,OK
sas_identify,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sas_identify,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sas_identify,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sas_identify,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sas_identify,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
sas_identify,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sas_identify,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
sas_identify,rust-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sas_identify,rust-mono-x4,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sas_identify,rust-compiled,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sas_identify,rust-simd,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sas_identify,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
sas_identify,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
sctp,c-flowdis-usp,True,1,1,,0,accept,OK
sctp,c-xdp2-usp,True,1,1,,0,accept,OK
sctp,c-xdp2-parse-only,True,1,1,,0,accept,OK
sctp,c-xdp2-mono,True,1,1,,0,accept,OK
sctp,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
sctp,rust-graph,True,1,1,,0,accept,OK
sctp,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
sctp,rust-mono,True,1,1,,0,accept,OK
sctp,rust-mono-x4,True,1,1,,0,accept,OK
sctp,rust-compiled,True,1,1,,0,accept,OK
sctp,rust-simd,True,1,1,,0,accept,OK
sctp,rust-template,True,1,1,,0,accept,OK
sctp,rust-template-simd,True,1,1,,0,accept,OK
sctp_chunk,c-flowdis-usp,True,1,1,,0,accept,OK
sctp_chunk,c-xdp2-usp,True,1,1,,0,accept,OK
sctp_chunk,c-xdp2-parse-only,True,1,1,,0,accept,OK
sctp_chunk,c-xdp2-mono,True,1,1,,0,accept,OK
sctp_chunk,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
sctp_chunk,rust-graph,True,1,1,,0,accept,OK
sctp_chunk,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
sctp_chunk,rust-mono,True,1,1,,0,accept,OK
sctp_chunk,rust-mono-x4,True,1,1,,0,accept,OK
sctp_chunk,rust-compiled,True,1,1,,0,accept,OK
sctp_chunk,rust-simd,True,1,1,,0,accept,OK
sctp_chunk,rust-template,True,1,1,,0,accept,OK
sctp_chunk,rust-template-simd,True,1,1,,0,accept,OK
sctp_data,c-flowdis-usp,True,1,1,,0,accept,OK
sctp_data,c-xdp2-usp,True,1,1,,0,accept,OK
sctp_data,c-xdp2-parse-only,True,1,1,,0,accept,OK
sctp_data,c-xdp2-mono,True,1,1,,0,accept,OK
sctp_data,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
sctp_data,rust-graph,True,1,1,,0,accept,OK
sctp_data,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
sctp_data,rust-mono,True,1,1,,0,accept,OK
sctp_data,rust-mono-x4,True,1,1,,0,accept,OK
sctp_data,rust-compiled,True,1,1,,0,accept,OK
sctp_data,rust-simd,True,1,1,,0,accept,OK
sctp_data,rust-template,True,1,1,,0,accept,OK
sctp_data,rust-template-simd,True,1,1,,0,accept,OK
sctp_init,c-flowdis-usp,True,1,1,,0,accept,OK
sctp_init,c-xdp2-usp,True,1,1,,0,accept,OK
sctp_init,c-xdp2-parse-only,True,1,1,,0,accept,OK
sctp_init,c-xdp2-mono,True,1,1,,0,accept,OK
sctp_init,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
sctp_init,rust-graph,True,1,1,,0,accept,OK
sctp_init,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
sctp_init,rust-mono,True,1,1,,0,accept,OK
sctp_init,rust-mono-x4,True,1,1,,0,accept,OK
sctp_init,rust-compiled,True,1,1,,0,accept,OK
sctp_init,rust-simd,True,1,1,,0,accept,OK
sctp_init,rust-template,True,1,1,,0,accept,OK
sctp_init,rust-template-simd,True,1,1,,0,accept,OK
sctp_sack,c-flowdis-usp,True,1,1,,0,accept,OK
sctp_sack,c-xdp2-usp,True,1,1,,0,accept,OK
sctp_sack,c-xdp2-parse-only,True,1,1,,0,accept,OK
sctp_sack,c-xdp2-mono,True,1,1,,0,accept,OK
sctp_sack,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
sctp_sack,rust-graph,True,1,1,,0,accept,OK
sctp_sack,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
sctp_sack,rust-mono,True,1,1,,0,accept,OK
sctp_sack,rust-mono-x4,True,1,1,,0,accept,OK
sctp_sack,rust-compiled,True,1,1,,0,accept,OK
sctp_sack,rust-simd,True,1,1,,0,accept,OK
sctp_sack,rust-template,True,1,1,,0,accept,OK
sctp_sack,rust-template-simd,True,1,1,,0,accept,OK
sdp,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sdp,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sdp,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sdp,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sdp,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
sdp,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sdp,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
sdp,rust-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sdp,rust-mono-x4,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sdp,rust-compiled,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sdp,rust-simd,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sdp,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
sdp,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
sflow,c-flowdis-usp,True,1,1,,0,accept,OK
sflow,c-xdp2-usp,True,1,1,,0,accept,OK
sflow,c-xdp2-parse-only,True,1,1,,0,accept,OK
sflow,c-xdp2-mono,True,1,1,,0,accept,OK
sflow,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
sflow,rust-graph,True,1,1,,0,accept,OK
sflow,rust-graph-enum,True,1,1,,0,accept,OK
sflow,rust-mono,True,1,1,,0,accept,OK
sflow,rust-mono-x4,True,1,1,,0,accept,OK
sflow,rust-compiled,True,1,1,,0,accept,OK
sflow,rust-simd,True,1,1,,0,accept,OK
sflow,rust-template,True,1,1,,0,accept,OK
sflow,rust-template-simd,True,1,1,,0,accept,OK
sflow_v5,c-flowdis-usp,True,1,1,,0,accept,OK
sflow_v5,c-xdp2-usp,True,1,1,,0,accept,OK
sflow_v5,c-xdp2-parse-only,True,1,1,,0,accept,OK
sflow_v5,c-xdp2-mono,True,1,1,,0,accept,OK
sflow_v5,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
sflow_v5,rust-graph,True,1,1,,0,accept,OK
sflow_v5,rust-graph-enum,True,1,1,,0,accept,OK
sflow_v5,rust-mono,True,1,1,,0,accept,OK
sflow_v5,rust-mono-x4,True,1,1,,0,accept,OK
sflow_v5,rust-compiled,True,1,1,,0,accept,OK
sflow_v5,rust-simd,True,1,1,,0,accept,OK
sflow_v5,rust-template,True,1,1,,0,accept,OK
sflow_v5,rust-template-simd,True,1,1,,0,accept,OK
sip,c-flowdis-usp,True,1,1,,0,accept,OK
sip,c-xdp2-usp,True,1,1,,0,accept,OK
sip,c-xdp2-parse-only,True,1,1,,0,accept,OK
sip,c-xdp2-mono,True,1,1,,0,accept,OK
sip,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
sip,rust-graph,True,1,1,,0,accept,OK
sip,rust-graph-enum,True,1,1,,0,accept,OK
sip,rust-mono,True,1,1,,0,accept,OK
sip,rust-mono-x4,True,1,1,,0,accept,OK
sip,rust-compiled,True,1,1,,0,accept,OK
sip,rust-simd,True,1,1,,0,accept,OK
sip,rust-template,True,1,1,,0,accept,OK
sip,rust-template-simd,True,1,1,,0,accept,OK
skinny,c-flowdis-usp,True,1,1,,0,accept,OK
skinny,c-xdp2-usp,True,1,1,,0,accept,OK
skinny,c-xdp2-parse-only,True,1,1,,0,accept,OK
skinny,c-xdp2-mono,True,1,1,,0,accept,OK
skinny,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
skinny,rust-graph,True,1,1,,0,accept,OK
skinny,rust-graph-enum,True,1,1,,0,accept,OK
skinny,rust-mono,True,1,1,,0,accept,OK
skinny,rust-mono-x4,True,1,1,,0,accept,OK
skinny,rust-compiled,True,1,1,,0,accept,OK
skinny,rust-simd,True,1,1,,0,accept,OK
skinny,rust-template,True,1,1,,0,accept,OK
skinny,rust-template-simd,True,1,1,,0,accept,OK
sll,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sll,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sll,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sll,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sll,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
sll,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sll,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
sll,rust-mono,True,1,1,,0,accept,OK
sll,rust-mono-x4,True,1,1,,0,accept,OK
sll,rust-compiled,True,1,1,,0,accept,OK
sll,rust-simd,True,1,1,,0,accept,OK
sll,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
sll,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
sll2,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
sll2,c-xdp2-usp,True,1,1,,0,accept,OK
sll2,c-xdp2-parse-only,True,1,1,,0,accept,OK
sll2,c-xdp2-mono,True,1,1,,0,accept,OK
sll2,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
sll2,rust-graph,True,1,1,,0,accept,OK
sll2,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
sll2,rust-mono,True,1,1,,0,accept,OK
sll2,rust-mono-x4,True,1,1,,0,accept,OK
sll2,rust-compiled,True,1,1,,0,accept,OK
sll2,rust-simd,True,1,1,,0,accept,OK
sll2,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
sll2,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
slow_protocols,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
slow_protocols,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
slow_protocols,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
slow_protocols,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
slow_protocols,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
slow_protocols,rust-graph,True,1,1,,0,accept,OK
slow_protocols,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
slow_protocols,rust-mono,True,1,1,,0,accept,OK
slow_protocols,rust-mono-x4,True,1,1,,0,accept,OK
slow_protocols,rust-compiled,True,1,1,,0,accept,OK
slow_protocols,rust-simd,True,1,1,,0,accept,OK
slow_protocols,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
slow_protocols,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
smb,c-flowdis-usp,True,1,1,,0,accept,OK
smb,c-xdp2-usp,True,1,1,,0,accept,OK
smb,c-xdp2-parse-only,True,1,1,,0,accept,OK
smb,c-xdp2-mono,True,1,1,,0,accept,OK
smb,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
smb,rust-graph,True,1,1,,0,accept,OK
smb,rust-graph-enum,True,1,1,,0,accept,OK
smb,rust-mono,True,1,1,,0,accept,OK
smb,rust-mono-x4,True,1,1,,0,accept,OK
smb,rust-compiled,True,1,1,,0,accept,OK
smb,rust-simd,True,1,1,,0,accept,OK
smb,rust-template,True,1,1,,0,accept,OK
smb,rust-template-simd,True,1,1,,0,accept,OK
smb2,c-flowdis-usp,True,1,1,,0,accept,OK
smb2,c-xdp2-usp,True,1,1,,0,accept,OK
smb2,c-xdp2-parse-only,True,1,1,,0,accept,OK
smb2,c-xdp2-mono,True,1,1,,0,accept,OK
smb2,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
smb2,rust-graph,True,1,1,,0,accept,OK
smb2,rust-graph-enum,True,1,1,,0,accept,OK
smb2,rust-mono,True,1,1,,0,accept,OK
smb2,rust-mono-x4,True,1,1,,0,accept,OK
smb2,rust-compiled,True,1,1,,0,accept,OK
smb2,rust-simd,True,1,1,,0,accept,OK
smb2,rust-template,True,1,1,,0,accept,OK
smb2,rust-template-simd,True,1,1,,0,accept,OK
smtp,c-flowdis-usp,True,1,1,,0,accept,OK
smtp,c-xdp2-usp,True,1,1,,0,accept,OK
smtp,c-xdp2-parse-only,True,1,1,,0,accept,OK
smtp,c-xdp2-mono,True,1,1,,0,accept,OK
smtp,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
smtp,rust-graph,True,1,1,,0,accept,OK
smtp,rust-graph-enum,True,1,1,,0,accept,OK
smtp,rust-mono,True,1,1,,0,accept,OK
smtp,rust-mono-x4,True,1,1,,0,accept,OK
smtp,rust-compiled,True,1,1,,0,accept,OK
smtp,rust-simd,True,1,1,,0,accept,OK
smtp,rust-template,True,1,1,,0,accept,OK
smtp,rust-template-simd,True,1,1,,0,accept,OK
snap,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
snap,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
snap,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
snap,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
snap,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
snap,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
snap,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
snap,rust-mono,True,1,1,,0,accept,OK
snap,rust-mono-x4,True,1,1,,0,accept,OK
snap,rust-compiled,True,1,1,,0,accept,OK
snap,rust-simd,True,1,1,,0,accept,OK
snap,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
snap,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
snmp,c-flowdis-usp,True,1,1,,0,accept,OK
snmp,c-xdp2-usp,True,1,1,,0,accept,OK
snmp,c-xdp2-parse-only,True,1,1,,0,accept,OK
snmp,c-xdp2-mono,True,1,1,,0,accept,OK
snmp,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
snmp,rust-graph,True,1,1,,0,accept,OK
snmp,rust-graph-enum,True,1,1,,0,accept,OK
snmp,rust-mono,True,1,1,,0,accept,OK
snmp,rust-mono-x4,True,1,1,,0,accept,OK
snmp,rust-compiled,True,1,1,,0,accept,OK
snmp,rust-simd,True,1,1,,0,accept,OK
snmp,rust-template,True,1,1,,0,accept,OK
snmp,rust-template-simd,True,1,1,,0,accept,OK
snmp_trap,c-flowdis-usp,True,1,1,,0,accept,OK
snmp_trap,c-xdp2-usp,True,1,1,,0,accept,OK
snmp_trap,c-xdp2-parse-only,True,1,1,,0,accept,OK
snmp_trap,c-xdp2-mono,True,1,1,,0,accept,OK
snmp_trap,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
snmp_trap,rust-graph,True,1,1,,0,accept,OK
snmp_trap,rust-graph-enum,True,1,1,,0,accept,OK
snmp_trap,rust-mono,True,1,1,,0,accept,OK
snmp_trap,rust-mono-x4,True,1,1,,0,accept,OK
snmp_trap,rust-compiled,True,1,1,,0,accept,OK
snmp_trap,rust-simd,True,1,1,,0,accept,OK
snmp_trap,rust-template,True,1,1,,0,accept,OK
snmp_trap,rust-template-simd,True,1,1,,0,accept,OK
snmpv3,c-flowdis-usp,True,1,1,,0,accept,OK
snmpv3,c-xdp2-usp,True,1,1,,0,accept,OK
snmpv3,c-xdp2-parse-only,True,1,1,,0,accept,OK
snmpv3,c-xdp2-mono,True,1,1,,0,accept,OK
snmpv3,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
snmpv3,rust-graph,True,1,1,,0,accept,OK
snmpv3,rust-graph-enum,True,1,1,,0,accept,OK
snmpv3,rust-mono,True,1,1,,0,accept,OK
snmpv3,rust-mono-x4,True,1,1,,0,accept,OK
snmpv3,rust-compiled,True,1,1,,0,accept,OK
snmpv3,rust-simd,True,1,1,,0,accept,OK
snmpv3,rust-template,True,1,1,,0,accept,OK
snmpv3,rust-template-simd,True,1,1,,0,accept,OK
socks,c-flowdis-usp,True,1,1,,0,accept,OK
socks,c-xdp2-usp,True,1,1,,0,accept,OK
socks,c-xdp2-parse-only,True,1,1,,0,accept,OK
socks,c-xdp2-mono,True,1,1,,0,accept,OK
socks,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
socks,rust-graph,True,1,1,,0,accept,OK
socks,rust-graph-enum,True,1,1,,0,accept,OK
socks,rust-mono,True,1,1,,0,accept,OK
socks,rust-mono-x4,True,1,1,,0,accept,OK
socks,rust-compiled,True,1,1,,0,accept,OK
socks,rust-simd,True,1,1,,0,accept,OK
socks,rust-template,True,1,1,,0,accept,OK
socks,rust-template-simd,True,1,1,,0,accept,OK
some_ip,c-flowdis-usp,True,1,1,,0,accept,OK
some_ip,c-xdp2-usp,True,1,1,,0,accept,OK
some_ip,c-xdp2-parse-only,True,1,1,,0,accept,OK
some_ip,c-xdp2-mono,True,1,1,,0,accept,OK
some_ip,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
some_ip,rust-graph,True,1,1,,0,accept,OK
some_ip,rust-graph-enum,True,1,1,,0,accept,OK
some_ip,rust-mono,True,1,1,,0,accept,OK
some_ip,rust-mono-x4,True,1,1,,0,accept,OK
some_ip,rust-compiled,True,1,1,,0,accept,OK
some_ip,rust-simd,True,1,1,,0,accept,OK
some_ip,rust-template,True,1,1,,0,accept,OK
some_ip,rust-template-simd,True,1,1,,0,accept,OK
srp_cmd,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
srp_cmd,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
srp_cmd,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
srp_cmd,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
srp_cmd,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
srp_cmd,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
srp_cmd,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
srp_cmd,rust-mono,True,1,1,,0,accept,OK
srp_cmd,rust-mono-x4,True,1,1,,0,accept,OK
srp_cmd,rust-compiled,True,1,1,,0,accept,OK
srp_cmd,rust-simd,True,1,1,,0,accept,OK
srp_cmd,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
srp_cmd,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
srp_cred_req,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
srp_cred_req,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
srp_cred_req,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
srp_cred_req,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
srp_cred_req,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
srp_cred_req,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
srp_cred_req,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
srp_cred_req,rust-mono,True,1,1,,0,accept,OK
